,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Type_h,Type_t,Type_u,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Regionname_Eastern Metropolitan,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Price
7497,3,9.5,3081.0,2.0,3.0,601.0,-37.7524,145.0393,790.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,894000.0
7499,3,13.0,3204.0,1.0,2.0,657.0,-37.9318,145.0448,6795.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1500000.0
7500,2,13.0,3204.0,1.0,3.0,579.0,-37.925,145.0467,6795.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1100000.0
7502,2,13.0,3204.0,1.0,3.0,225.0,-37.9243,145.0497,6795.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,710000.0
7503,2,13.0,3204.0,2.0,1.0,0.0,-37.9329,145.0393,6795.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,620000.0
7504,4,13.0,3204.0,2.0,1.0,207.0,-37.9156,145.0355,6795.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1105000.0
7505,3,13.0,3204.0,2.0,2.0,334.0,-37.9284,145.0428,6795.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1303000.0
7506,3,13.0,3204.0,3.0,2.0,338.0,-37.9166,145.0418,6795.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1375000.0
7507,4,13.0,3204.0,2.0,2.0,352.0,-37.9317,145.0463,6795.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1300000.0
7508,3,13.0,3204.0,1.0,2.0,614.0,-37.9317,145.0427,6795.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1286000.0
7509,4,13.0,3204.0,2.0,2.0,650.0,-37.9323,145.0445,6795.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1920000.0
7510,3,13.0,3204.0,2.0,2.0,674.0,-37.9179,145.0429,6795.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1968500.0
7511,3,13.0,3204.0,1.0,2.0,242.0,-37.9302,145.0331,6795.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,845000.0
7512,4,13.0,3204.0,2.0,2.0,478.0,-37.9321,145.0361,6795.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1107000.0
7513,3,13.0,3204.0,1.0,1.0,681.0,-37.9145,145.0287,6795.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,641500.0
7514,2,13.0,3204.0,1.0,1.0,0.0,-37.9296,145.0498,6795.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,725000.0
7515,4,13.9,3165.0,3.0,2.0,635.0,-37.9107,145.0745,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1515000.0
7516,3,13.9,3165.0,1.0,3.0,337.0,-37.9331,145.0586,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,986000.0
7517,3,13.9,3165.0,1.0,2.0,290.0,-37.9292,145.0689,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,830000.0
7518,3,13.9,3165.0,1.0,2.0,162.0,-37.9229,145.0538,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,767000.0
7519,4,13.9,3165.0,3.0,2.0,620.0,-37.9228,145.0555,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1860000.0
7520,3,13.9,3165.0,2.0,2.0,369.0,-37.9092,145.0728,10969.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1200000.0
7521,3,13.9,3165.0,1.0,2.0,625.0,-37.911,145.075,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1175000.0
7522,3,13.9,3165.0,2.0,2.0,372.0,-37.9127,145.0694,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1225000.0
7523,3,13.9,3165.0,2.0,2.0,301.0,-37.9167,145.077,10969.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1055000.0
7525,2,13.9,3165.0,1.0,2.0,848.0,-37.9199,145.0573,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1962000.0
7526,3,13.9,3165.0,1.0,1.0,294.0,-37.919,145.0803,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,810000.0
7527,3,13.9,3165.0,2.0,2.0,321.0,-37.9316,145.0806,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,850000.0
7528,2,13.9,3165.0,1.0,1.0,1026.0,-37.911,145.0711,10969.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,535000.0
7529,3,13.9,3165.0,1.0,2.0,733.0,-37.9219,145.0518,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1640000.0
7530,3,13.9,3165.0,1.0,1.0,289.0,-37.9211,145.0671,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,809000.0
7531,3,13.9,3165.0,1.0,2.0,689.0,-37.9317,145.0524,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1510000.0
7532,4,13.9,3165.0,1.0,2.0,587.0,-37.9194,145.05700000000004,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1292000.0
7533,3,13.9,3165.0,1.0,2.0,589.0,-37.9297,145.0563,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1165000.0
7534,3,13.9,3165.0,2.0,2.0,557.0,-37.9076,145.06799999999996,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,959000.0
7535,3,13.9,3165.0,1.0,1.0,612.0,-37.9133,145.0719,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1251000.0
7536,3,13.9,3165.0,3.0,2.0,604.0,-37.9362,145.0663,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1205000.0
7537,2,13.1,3128.0,1.0,1.0,171.0,-37.8158,145.1384,4605.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,780000.0
7538,2,13.1,3128.0,1.0,1.0,0.0,-37.8219,145.1213,4605.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,572000.0
7539,3,13.1,3128.0,1.0,2.0,414.0,-37.8247,145.1359,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,910000.0
7540,3,13.1,3128.0,1.0,2.0,689.0,-37.8262,145.1301,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1760000.0
7542,2,13.1,3128.0,1.0,1.0,257.0,-37.8259,145.1282,4605.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,990000.0
7543,2,13.1,3128.0,1.0,1.0,156.0,-37.8281,145.1305,4605.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,646500.0
7544,3,13.1,3128.0,2.0,2.0,693.0,-37.8229,145.1217,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,2080000.0
7545,2,10.8,3019.0,1.0,2.0,555.0,-37.7854,144.8463,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,610000.0
7546,3,10.8,3019.0,1.0,2.0,597.0,-37.7888,144.8511,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,925000.0
7547,2,10.8,3019.0,1.0,1.0,604.0,-37.782,144.8528,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,760000.0
7548,3,10.8,3019.0,1.0,0.0,556.0,-37.7904,144.8514,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,771000.0
7549,3,10.8,3019.0,2.0,1.0,145.0,-37.7894,144.8463,3589.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,441700.0
7550,4,10.8,3019.0,3.0,2.0,475.0,-37.7759,144.8552,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1000000.0
7551,3,10.8,3019.0,1.0,3.0,586.0,-37.783,144.855,3589.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,730000.0
7552,3,11.2,3186.0,2.0,2.0,517.0,-37.894,144.9977,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2575000.0
7555,3,11.2,3186.0,2.0,2.0,393.0,-37.902,144.9922,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2140000.0
7556,3,11.2,3186.0,2.0,2.0,0.0,-37.911,144.9866,10579.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,2225000.0
7557,2,11.2,3186.0,1.0,1.0,444.0,-37.8993,145.0046,10579.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,975000.0
7558,4,11.2,3186.0,2.0,2.0,920.0,-37.8981,144.9902,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,4225000.0
7560,3,11.2,3186.0,2.0,1.0,188.0,-37.9181,144.9933,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1392000.0
7561,3,11.2,3186.0,3.0,2.0,440.0,-37.8868,144.9968,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2445000.0
7563,4,11.2,3186.0,2.0,2.0,286.0,-37.8981,145.0,10579.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2000000.0
7564,2,11.2,3186.0,1.0,1.0,873.0,-37.9043,145.0048,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1350000.0
7565,3,11.2,3186.0,2.0,3.0,503.0,-37.9049,144.9969,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1900000.0
7566,2,11.2,3186.0,1.0,1.0,118.0,-37.8953,144.9974,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1002500.0
7567,4,11.2,3186.0,3.0,2.0,402.0,-37.9037,144.9926,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2415000.0
7568,2,11.2,3186.0,1.0,2.0,211.0,-37.921,144.9999,10579.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1055000.0
7569,3,11.2,3186.0,2.0,2.0,0.0,-37.901,145.0026,10579.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1990000.0
7571,3,11.2,3186.0,1.0,1.0,431.0,-37.9107,145.0077,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1502000.0
7572,3,11.2,3186.0,2.0,2.0,0.0,-37.9163,144.9901,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1221000.0
7573,4,11.2,3186.0,3.0,2.0,263.0,-37.9099,144.9899,10579.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2550000.0
7574,2,11.2,3186.0,1.0,1.0,238.0,-37.8985,145.0048,10579.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1470000.0
7575,3,10.7,3187.0,1.0,1.0,137.0,-37.9319,145.0282,6938.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,725000.0
7577,4,10.7,3187.0,2.0,1.0,596.0,-37.9113,145.0207,6938.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1630000.0
7578,2,10.7,3187.0,1.0,3.0,238.0,-37.9126,145.0105,6938.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,910000.0
7579,3,10.7,3187.0,1.0,2.0,688.0,-37.9212,145.013,6938.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1975000.0
7580,3,10.7,3187.0,1.0,1.0,597.0,-37.9064,145.0229,6938.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1635000.0
7582,3,10.7,3187.0,1.0,2.0,590.0,-37.9287,145.0273,6938.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1743000.0
7583,3,10.7,3187.0,2.0,2.0,530.0,-37.9119,145.011,6938.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2291000.0
7584,3,10.7,3187.0,1.0,3.0,724.0,-37.9291,145.0297,6938.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1270000.0
7585,3,10.7,3187.0,1.0,2.0,677.0,-37.9304,145.0151,6938.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1400000.0
7586,3,10.7,3187.0,1.0,1.0,590.0,-37.9012,145.00799999999995,6938.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1640000.0
7587,4,10.7,3187.0,3.0,2.0,312.0,-37.9295,145.0144,6938.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1700000.0
7589,3,10.7,3187.0,2.0,1.0,119.0,-37.9084,145.0118,6938.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,972000.0
7590,3,5.2,3056.0,1.0,2.0,506.0,-37.7723,144.9694,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1652000.0
7591,2,5.2,3056.0,1.0,2.0,173.0,-37.7586,144.9653,11918.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,735000.0
7592,3,5.2,3056.0,1.0,0.0,282.0,-37.7674,144.966,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1210000.0
7593,1,5.2,3056.0,1.0,1.0,85.0,-37.7598,144.9563,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,412000.0
7594,1,5.2,3056.0,1.0,1.0,0.0,-37.7767,144.9676,11918.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,528000.0
7595,3,5.2,3056.0,1.0,1.0,249.0,-37.7669,144.9664,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1115000.0
7596,3,5.2,3056.0,2.0,3.0,299.0,-37.7759,144.952,11918.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1300000.0
7597,2,5.2,3056.0,1.0,1.0,638.0,-37.762,144.9647,11918.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,320000.0
7598,4,5.2,3056.0,2.0,1.0,459.0,-37.7548,144.9545,11918.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1500000.0
7599,3,5.2,3056.0,2.0,1.0,192.0,-37.7743,144.9637,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1260000.0
7600,4,5.2,3056.0,2.0,1.0,373.0,-37.7733,144.9599,11918.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1210000.0
7601,3,5.2,3056.0,1.0,1.0,318.0,-37.7648,144.9633,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1200000.0
7603,2,5.2,3056.0,1.0,1.0,153.0,-37.766,144.9609,11918.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,830000.0
7605,3,5.2,3056.0,2.0,1.0,122.0,-37.7698,144.9661,11918.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,981000.0
7606,1,5.2,3056.0,1.0,1.0,0.0,-37.7783,144.9635,11918.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,418000.0
7607,2,5.2,3056.0,1.0,1.0,430.0,-37.7609,144.9623,11918.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,585000.0
7608,4,5.2,3056.0,3.0,2.0,0.0,-37.775,144.9513,11918.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1900000.0
7609,3,5.2,3056.0,1.0,2.0,304.0,-37.762,144.9678,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1450000.0
7610,1,5.2,3056.0,1.0,0.0,225.0,-37.7761,144.9593,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1200000.0
7611,2,5.2,3056.0,1.0,1.0,109.0,-37.7778,144.9683,11918.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,600000.0
7612,3,5.2,3056.0,1.0,0.0,222.0,-37.7743,144.9569,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1075000.0
7613,2,5.2,3056.0,1.0,0.0,148.0,-37.7731,144.9568,11918.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,884000.0
7614,3,5.2,3056.0,1.0,2.0,80.0,-37.7589,144.9588,11918.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,957000.0
7615,2,5.2,3056.0,1.0,1.0,557.0,-37.7732,144.951,11918.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,480000.0
7617,3,5.2,3056.0,1.0,1.0,408.0,-37.7587,144.9529,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1440000.0
7618,2,5.2,3056.0,1.0,0.0,1328.0,-37.7731,144.9568,11918.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,955000.0
7619,4,4.5,3057.0,1.0,2.0,449.0,-37.7671,144.9762,5533.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1310000.0
7620,2,4.5,3057.0,1.0,1.0,263.0,-37.7661,144.9742,5533.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1283000.0
7621,2,4.5,3057.0,1.0,0.0,121.0,-37.7744,144.9733,5533.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1025000.0
7622,2,4.5,3057.0,1.0,0.0,137.0,-37.7738,144.9733,5533.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1015000.0
7625,2,4.5,3057.0,1.0,1.0,0.0,-37.76,144.9757,5533.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,460000.0
7626,1,4.5,3057.0,1.0,0.0,365.0,-37.7667,144.9802,5533.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1185000.0
7627,2,4.5,3057.0,1.0,1.0,0.0,-37.7755,144.9786,5533.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,435000.0
7629,1,4.5,3057.0,1.0,1.0,0.0,-37.7679,144.9725,5533.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,385000.0
7630,2,4.5,3057.0,1.0,2.0,65.0,-37.7724,144.9741,5533.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,632000.0
7631,2,4.5,3057.0,1.0,2.0,0.0,-37.7761,144.975,5533.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,835000.0
7632,3,4.5,3057.0,1.0,3.0,446.0,-37.7682,144.9835,5533.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1500000.0
7633,2,5.9,3055.0,1.0,1.0,1097.0,-37.7686,144.9421,7082.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,407500.0
7634,3,5.9,3055.0,1.0,2.0,176.0,-37.7597,144.9404,7082.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,670000.0
7635,2,5.9,3055.0,1.0,0.0,207.0,-37.7622,144.9406,7082.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,825000.0
7636,3,5.9,3055.0,3.0,1.0,131.0,-37.7559,144.9378,7082.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,645000.0
